Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
15084,4LMlIX9Y8qziRafzW30mGc,Skinny Atlas;Snøw;cøzybøy,you never meant it,you never meant it,67,117692,True,0.792,0.551,7,-5.769,1,0.037,0.307,0.0,0.101,0.45,103.967,4,chill
71940,0tWEB6BxbI48XN79QE1JbT,Evanescence,Fallen,Everybody's Fool,67,195880,False,0.437,0.835,2,-5.076,0,0.0405,0.00145,2.27e-05,0.245,0.296,95.111,4,metal
104560,7LpS82vPDLgZAHWRtWBBRj,Alaska Y Dinarama,Deseo Carnal,Ni tú ni nadie,67,217000,False,0.601,0.677,7,-10.564,1,0.0285,0.519,2.77e-06,0.153,0.677,137.813,4,spanish
30723,5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,Ruin My Life,67,190931,True,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,4,edm
30730,46NBoIAHrmR7qcUGCIFEjR,David Guetta,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),67,207272,False,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,4,edm
106871,6pPCkAzVYapjObH73BWu9t,Sabaton,Weapons Of The Modern Age,Father,67,278093,False,0.47,0.904,0,-7.018,0,0.0535,0.0528,0.00151,0.226,0.373,77.021,4,swedish
65183,3Gk1LfB771PIEGgsEa7gcV,BLACKPINK,THE ALBUM,Love To Hate Me,67,169797,False,0.689,0.656,8,-4.532,1,0.143,0.0365,0.0,0.136,0.623,162.269,4,k-pop
107227,5jmwL2MniQj9ldptIm1h1B,Tears For Fears;Oleta Adams,The Seeds Of Love,Woman In Chains,67,391000,False,0.434,0.609,5,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,4,synth-pop
23403,4FEcEwbE2vsqhxbTPtiNTL,Noizu,Summer 91 (Looking Back),Summer 91 (Looking Back),67,180000,False,0.509,0.953,11,-4.954,0,0.0414,0.0159,3.3e-05,0.28,0.406,125.015,4,deep-house
53457,1MvLmHeLkaNgUScgbUVnWJ,Ben Böhmer;Nils Hoffmann;Malou,Breathing,Breathing,67,222605,False,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,3,house
80133,4NmWv6PEGEAmorN5UN9fRo,Rahat Fateh Ali Khan,Love Aaj Kal (Original Motion Picture Soundtrack),Ajj Din Chadheya,67,315013,False,0.53,0.701,9,-4.54,1,0.0823,0.536,8.09e-06,0.118,0.818,171.856,4,pop-film
80137,2S6N9pbnkhQRyAx80HmF79,Mohammed Irfan,Best Of Shraddha Kapoor,"Banjaara (From ""Ek Villain"")",67,336567,False,0.657,0.489,1,-6.829,0,0.0306,0.713,0.0,0.124,0.399,116.0,4,pop-film
80139,4c8erEn1DjLoDp0CRLkNnq,Jasleen Royal;Harshdeep Kaur;Siddharth Mahadevan,Baar Baar Dekho (Original Motion Picture Soundtrack),Nachde Ne Saare,67,194761,False,0.82,0.907,7,-4.517,1,0.0607,0.655,4.85e-05,0.0816,0.834,126.062,4,pop-film
3655,697M5JB8FDIyRXEXgl1pBZ,Linkin Park,Meteora (Bonus Edition),From the Inside,67,173933,False,0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,0.453,95.028,3,alternative
81420,64r6z0P3RnhpTGdkA7p5Os,Darshan Raval,Ek Tarfa,Ek Tarfa,67,234374,False,0.48,0.615,2,-6.006,0,0.0328,0.547,0.0,0.139,0.33,79.948,4,pop
82157,5sf1wqBZsHkpy7dPnDb7aD,The Outfield,Play Deep,All the Love in the World,67,212240,False,0.624,0.531,4,-13.23,1,0.0408,0.0403,1.21e-06,0.0914,0.743,128.08,4,power-pop
82160,61XspFITuKmAlYdQacNCbF,Jimmy Eat World,Bleed American,Bleed American,67,181493,False,0.438,0.938,6,-5.611,0,0.094,0.00842,1.08e-06,0.806,0.584,160.212,4,power-pop
81381,04UzZSWfw8hkK832P27QLq,Nikk;Avneet Kaur,Yaari,Yaari,67,177750,False,0.587,0.557,6,-8.824,1,0.106,0.427,0.0,0.103,0.395,159.914,4,pop
3403,2oNYsdCasRRlz1shXFAz7D,Linkin Park,LIVING THINGS,LOST IN THE ECHO,67,205120,False,0.546,0.98,9,-3.02,0,0.0619,0.0154,0.0,0.31,0.478,120.037,4,alternative
76052,7zrpoAJte9o12TzawqgdD0,Andrea Bocelli,Bocelli (Remastered),Con te partirò,67,250983,False,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,5,opera
73014,1tkS8yt5NwTZkqFvZMxM0F,Mark Dekoda,Rave Harder Techno Bass,Rave Harder Techno Bass,67,360000,False,0.784,0.888,4,-6.617,0,0.165,0.0158,0.892,0.169,0.13,135.995,4,minimal-techno
30463,5g1BARk25uUJtEPSUwcjnU,Cash Cash;Christina Perri,"Blood, Sweat & 3 Years",Hero (feat. Christina Perri),67,197840,False,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,4,edm
81513,3dBlOhEY4xdQB2Ge4NzULx,Madhur Sharma,Tere Jeya Hor Disda (LoFi),Tere Jeya Hor Disda (LoFi),67,117421,False,0.363,0.469,7,-8.404,0,0.0528,0.794,0.0176,0.106,0.102,171.988,4,pop
81516,5JO2usoem1CW1pLL1kLj9E,Chamath Sangeeth;Yohani;Satheeshan,Manike Mage Hithe,Manike Mage Hithe,67,162772,False,0.836,0.51,1,-10.091,0,0.371,0.713,3.35e-05,0.101,0.56,151.499,3,pop
81551,0s76ExpXyMGVBlKLUr683e,Aditya Rikhari,Faasle,Faasle,67,221988,False,0.645,0.324,1,-13.621,0,0.0545,0.754,0.000727,0.103,0.493,162.037,3,pop
81568,5fXslGZPI5Cco6PKHzlSL3,Jasmine Sandlas;Garry Sandhu;Tanishk Bagchi;Intense,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",67,188606,False,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,4,pop
30752,0Ev562zA4pmUsBqjxsxxdx,Gryffin;ILLENIUM;Daya,Feel Good (feat. Daya),Feel Good (feat. Daya),67,248156,False,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,4,edm
55096,4Xba44w0LihzNJj1xgjs8J,Pritam;Yo Yo Honey Singh;Armaan Malik;Shashwat Singh;Amitabh Bhattacharya,"De Taali (From ""Bhool Bhulaiyaa 2"")","De Taali (From ""Bhool Bhulaiyaa 2"")",67,210163,False,0.818,0.899,1,-3.667,1,0.117,0.157,0.0,0.0725,0.736,120.016,4,indian
12269,6flgMTTqhbJSNryAPCYcvA,陳卓賢 Ian,留一天與你喘息,留一天與你喘息,67,258924,False,0.411,0.482,9,-8.081,1,0.0475,0.574,0.0,0.227,0.261,172.079,4,cantopop
99660,2QFyOnJfJ49OnNgMvKXvTM,Sydney Rose,Turning Page,Turning Page,67,218451,False,0.404,0.0182,2,-20.969,1,0.0414,0.964,0.00037,0.108,0.114,109.107,4,singer-songwriter
99672,21xzFXSL2XkZ2mIzDDAqTK,Catie Turner,God Must Hate Me,God Must Hate Me,67,149802,False,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,3,singer-songwriter
72085,40P5d3p4icYCiN4SMUOE2E,Bad Omens,THE DEATH OF PEACE OF MIND,Like A Villain,67,210685,True,0.457,0.918,7,-4.51,1,0.203,0.000696,0.000128,0.429,0.392,154.963,4,metalcore
3510,4se25yP3bMpaMAlcxvyJ5Q,Cookiee Kawaii;Dear Silas,Vanice,Violin,67,109714,True,0.83,0.875,2,-4.212,1,0.094,0.0695,0.000877,0.117,0.675,139.9,4,alternative
3652,2wJ1eOCIBwoQiN7xQtrTAY,Ruel,GROWING UP IS _____,GROWING UP IS _____,67,233587,False,0.673,0.729,0,-5.664,1,0.029,0.000983,0.000107,0.226,0.482,112.535,4,alternative
80142,2PvaburAUlhNHxVhw5lvOq,Arijit Singh,Ultimate Love Songs - Arijit Singh,"Humdard (From ""Ek Villain"")",67,260590,False,0.575,0.541,5,-6.45,1,0.0237,0.759,0.0,0.111,0.27,87.022,4,pop-film
80118,4AoQVhME8Ko6LNm4lV2wwQ,Himesh Reshammiya;Vineet Singh;Aaman Trikha,Khiladi 786,Hookah Bar,67,254351,False,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,4,pop-film
7300,2XgGdD5d2MW4RNx8KnIjVh,Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,67,232133,False,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,4,bluegrass
34775,7iQmjnDXYngWGsbjVnDc1U,Gregory Alan Isakov,The Weatherman,Amsterdam,67,198640,False,0.553,0.429,3,-12.51,1,0.0283,0.921,0.135,0.115,0.532,152.047,3,folk
81454,4hOsYVSWKWP71u3yQbcqZB,Harnoor,Waalian,Waalian,67,206117,False,0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,4,pop
71962,6gCVA6ja6g0foIsWv0RuSZ,System Of A Down,Toxicity,ATWA,67,176200,False,0.376,0.787,5,-4.731,0,0.0394,0.00378,0.0,0.548,0.371,87.102,4,metal
2850,38kjFXYgPvtuXCPbHPMGte,The Neighbourhood,Wiped Out!,Prey,67,282640,False,0.517,0.779,9,-5.005,0,0.0477,0.0258,0.0,0.0622,0.197,115.206,4,alt-rock
2853,2rtGaCAeYtmcIvuZsvgTf6,Radiohead,Kid A,How to Disappear Completely,67,356333,False,0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4,alt-rock
30773,7pqgMEKsDMOHUdFQ7n0N9K,David Guetta;Sam Martin,Listen,Dangerous (feat. Sam Martin),67,203641,False,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,4,edm
65345,1jZZm43y7RPuwjJQ5LrGHe,BTS,Skool Luv Affair,Jump,67,236488,False,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,4,k-pop
104800,4XeqABCbUqyznqTgB8Ckzj,Yung Beef,El Plugg 2,METALLICA,67,228218,True,0.586,0.816,1,-4.492,0,0.122,0.0992,0.00539,0.355,0.58,174.053,4,spanish
30732,32il27dOrLpIru8Evp4Pu7,Marshmello;Mae Muller;Trippie Redd,American Psycho (with Mae Muller feat. Trippie Redd),American Psycho (with Mae Muller feat. Trippie Redd),67,153195,False,0.617,0.514,9,-7.099,1,0.0722,0.0154,0.0,0.118,0.365,81.067,4,edm
81369,0X7g825ekNNiCWWV7queDr,Kaka,Mitti De Tibbe,Mitti De Tibbe,67,273251,False,0.849,0.853,6,-3.4,0,0.159,0.355,0.0,0.0896,0.794,129.966,4,pop
81372,4HKbWbn8acXeTq6j0rqO5z,Navaan Sandhu,Plug Talk,Plug Talk,67,162346,False,0.678,0.815,4,-1.736,0,0.264,0.0336,0.0,0.318,0.474,95.969,4,pop
30820,5mqzhMuUpvnMfwNz6iepmO,Diplo;French Montana;Lil Pump;Zhavia,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]","Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",67,181720,True,0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,4,edm
104476,1hbWtHgRDG25DkmxE4I28V,La Oreja de Van Gogh,Lo Que Te Conte Mientras Te Hacias La Dormida,Puedes Contar Conmigo,67,236786,False,0.651,0.894,6,-4.843,1,0.0317,0.0706,0.0,0.13,0.561,144.95,4,spanish
65379,3FnDv33WrrMtuEr7hNR3ev,BTS,Skool Luv Affair,Boy in Luv,67,230778,False,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,4,k-pop
104701,75KrTLbcLWgCcldZGxZR12,Beret,Prisma,Ojalá,67,218861,False,0.615,0.622,5,-7.198,1,0.209,0.328,0.0,0.162,0.449,77.28,4,spanish
104703,1uwPEGzopXl9KawQR1JGXq,Alejandro Sanz;Marc Anthony,Deja Que Te Bese,Deja Que Te Bese,67,244353,False,0.707,0.908,1,-2.903,1,0.0582,0.134,0.0,0.111,0.546,104.888,4,spanish
44538,0W9Xvd4Qx1aZPxEi94vgRY,Shinedown,The Sound of Madness,Sound of Madness,67,233986,False,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,4,grunge
44560,3mhOmh4tRKsMfnRmgZfeBm,Candlebox,Candlebox,Far Behind,67,299733,False,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,4,grunge
15794,2lwi35A2ym3FAmSlvOGnQp,Unknown Mortal Orchestra,II,So Good At Being in Trouble,67,230146,False,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,4,chill
85354,3M2bD9SMYnJIPdrTKUnBd3,The Smiths,The Queen Is Dead,I Know It's Over - 2011 Remaster,67,349186,False,0.407,0.424,0,-10.583,1,0.0318,0.0847,0.0,0.234,0.404,113.311,3,punk-rock
33421,375l2qnEfCpeY6AaoFOsjb,Lil Peep;Lil Tracy,HELLBOY,cobain,67,150160,True,0.609,0.661,10,-7.179,1,0.0417,0.0151,0.0,0.077,0.435,141.981,4,emo
21107,2qWwuCVeMjF9mUT0S5Iqvl,Fireboy DML;Asake,Playboy,Bandana,67,178225,True,0.818,0.605,1,-7.121,1,0.038,0.293,0.0116,0.0696,0.366,104.931,4,dancehall
21112,6oOCGD2Sp9UTcDsuDz8Hdu,Omah Lay,Boy Alone,understand,67,174545,False,0.697,0.653,0,-7.284,1,0.102,0.166,0.231,0.0911,0.627,99.982,4,dancehall
21151,7voSun33hCNkIrjxaj3g47,Fireboy DML;21 Savage;Blxst,Peru (Remix),Peru - Remix,67,186952,True,0.966,0.509,7,-7.559,0,0.123,0.496,0.0,0.0799,0.646,108.013,4,dancehall
81430,63vWEUXhpgghscp9FgvCMG,Vishal Chandrashekhar;K. S. Harisankar;Sinduri Vishal,"Kannil Kannil [From ""Sita Ramam (Malayalam)""]","Kannil Kannil (From ""Sita Ramam (Malayalam)"")",67,232513,False,0.516,0.409,6,-11.925,0,0.0566,0.718,0.0,0.35,0.731,179.852,3,pop
81431,576v1keY82NOPITMNu0wD2,B Praak;Akshay Kumar;Nupur Sanon;Ammy Virk,Filhaal2 Mohabbat,Filhaal2 Mohabbat,67,300196,False,0.574,0.578,9,-3.188,0,0.0343,0.296,0.0,0.114,0.274,85.186,4,pop
99364,22sS7JkzeVeq4vOPCB6Fbj,Hozier,Hozier,Someone New,67,222813,False,0.593,0.539,7,-5.946,1,0.0349,0.407,2.31e-06,0.286,0.577,91.98,4,singer-songwriter
71862,1yYE8EyuIV0rrvQ1bA2Fyf,Bring Me The Horizon,That's The Spirit,Happy Song,67,239386,True,0.295,0.924,5,-3.407,1,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,4,metal
71863,2W2eaLVKv9NObcLXlYRZZo,Slipknot,Slipknot (10th Anniversary Edition),Spit It Out,67,159773,True,0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,4,metal
71864,1UREw2MCfU0xwBzCAjxlUD,Papa Roach,Getting Away With Murder,Scars,67,208186,False,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,4,metal
21222,51mLQ3w7yR7vjdSTFLWaY5,Wizkid;Burna Boy,Made In Lagos,Ginger (feat. Burna Boy),67,196146,False,0.545,0.749,4,-6.621,0,0.153,0.103,0.0,0.232,0.681,100.503,4,dancehall
11569,3K4r00KlXytLJDfuytngmx,Duffy,Rockferry,Warwick Avenue,67,226386,False,0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,4,british
62267,172fMG26G2OoEzzg0wn26r,King Gnu,CEREMONY,白日,67,276373,False,0.599,0.891,1,-3.242,1,0.116,0.562,0.0,0.322,0.694,93.029,4,j-pop
99219,4Q66chx9WzqWcLItXoZ5r4,Hozier,Hozier,Cherry Wine - Live,67,240147,False,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508,4,singer-songwriter
99270,4SeZpWSgq1c8a0MY3iVy1f,Zach Hood,Flashbacks,Flashbacks,67,183000,False,0.55,0.448,11,-7.382,1,0.0314,0.879,0.0,0.0734,0.49,99.713,4,singer-songwriter
3964,69P8aWFbgM3eD7UFSLPWsq,GAYLE;The Wild,abc (The Wild Remix),abc (The Wild Remix),67,182903,False,0.693,0.874,1,-3.923,0,0.0693,0.034,8.33e-06,0.289,0.647,123.979,5,alternative
79102,29kUiQdEvB9q7joHiYZNJ3,OneRepublic,"I Ain’t Worried - Acoustic (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain’t Worried - Acoustic,67,149233,False,0.711,0.493,5,-6.991,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,4,piano
99317,6hjh2phISvfR1Ib6S0FK7b,Anson Seabra,Songs I Wrote in My Bedroom,Trying My Best,67,222467,False,0.691,0.0682,5,-18.186,1,0.0645,0.951,0.0,0.0916,0.352,76.94,4,singer-songwriter
80132,0LRcXYhaWLqbs1wvSV0o9u,Arko,Baar Baar Dekho (Original Motion Picture Soundtrack),Dariya,67,217992,False,0.581,0.424,8,-6.616,1,0.0269,0.723,0.0,0.101,0.352,98.936,4,pop-film
80102,4qRcjFkFqSpLBzcbLDt7HL,Sona Mohapatra,Fukrey,Ambarsariya,67,248182,False,0.649,0.458,4,-7.632,0,0.0446,0.574,0.0,0.113,0.748,180.071,4,pop-film
21177,6459gZKddpOoPIH8PAcCwS,Fireboy DML,Playboy,All Of Us (Ashawo),67,183349,True,0.605,0.813,11,-6.416,1,0.0903,0.304,0.0033,0.132,0.748,199.837,4,dancehall
21207,7sd72KZS8D59g5NmhxyHpJ,Koffee,Rapture EP,Toast,67,191502,False,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,4,dancehall
30816,5aXTfpNOqLj35ydEiLio67,Martin Garrix;Zedd,Follow,Follow,67,221220,False,0.588,0.78,11,-6.102,0,0.0432,0.0333,0.193,0.0728,0.201,127.085,4,edm
83178,7nwEab6Y4LXbKUZDNofOag,Marshmello;Khalid;Alok,Numb (Alok Remix),Numb - Alok Remix,67,172913,False,0.639,0.965,5,-5.21,1,0.0435,0.00632,0.148,0.364,0.408,127.027,4,progressive-house
83184,5GjnIpUlLGEIYk052ISOw9,Armin van Buuren;Trevor Guthrie,Intense,This Is What It Feels Like,67,204360,False,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,5,progressive-house
43236,6hbAVcAB0mQVXMPubZnwuL,Five Finger Death Punch,AfterLife,The End,67,223199,False,0.499,0.914,11,-4.748,0,0.0566,0.00106,0.0,0.13,0.345,80.049,4,groove
80105,5uYHDSKVHfHxBLgYf4H6SH,Arijit Singh,Darlings (Original Motion Picture Soundtrack),La Ilaaj,67,264915,False,0.568,0.511,9,-8.57,1,0.0351,0.119,0.0,0.123,0.134,117.972,4,pop-film
3955,2pyjbGTpJCPjMYwCbdymiF,Ruel,Dazed & Confused,Dazed & Confused,67,189608,False,0.688,0.5,2,-7.411,1,0.138,0.102,0.0,0.355,0.418,127.906,3,alternative
79131,5DezuV0RFcMcgA11UGdGBR,Gunnel Boek,Hommage d'amitié,Hommage d'amitié,67,136648,False,0.419,0.043,5,-29.477,1,0.0372,0.99,0.954,0.105,0.375,181.943,4,piano
79133,5XRHGXut00SrJUFmcn2lQF,OneRepublic,Waking Up,All The Right Moves,67,238000,False,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,4,piano
4013,1lusH0zFDRV1ThaFYsUgfi,Cigarettes After Sex,Affection,Affection,67,311000,True,0.403,0.417,7,-11.252,1,0.0257,0.5,0.889,0.105,0.251,89.966,4,ambient
30356,0OlnLZY4cmQzT6ZGttvWBM,Martin Garrix;David Guetta;Jamie Scott;Romy Dya,So Far Away (feat. Jamie Scott & Romy Dya),So Far Away (feat. Jamie Scott & Romy Dya),67,183636,False,0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,4,edm
62373,7537JfhvVpEqkrY2CIY7zu,YOASOBI,好きだ,好きだ,67,217512,False,0.771,0.935,4,-3.366,0,0.0327,0.174,1.06e-06,0.404,0.86,120.032,4,j-pop
30006,5ZsAhuQ24mWHiduaxJqnhW,Ritviz,Ved,Udd Gaye,67,180413,False,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,4,edm
30162,1QQ1Dx8dcLgWvUaY5fk84y,Zeus X Crona;Julius Dreisig,Invisible,Invisible,67,201015,False,0.682,0.836,2,-3.259,1,0.354,0.141,0.0383,0.0891,0.224,82.53,4,edm
81667,5ACacHdqtOjENeTgh4qfmy,Vicky,Top Notch Gabru,Top Notch Gabru,67,158294,False,0.716,0.77,3,-4.071,0,0.158,0.144,0.0,0.0211,0.924,170.045,4,pop
33380,6ZLt6fyonW1xOGMBC9vJPJ,dandelion hands,It's All In Your Head,How To Never Stop Being Sad,67,130742,False,0.414,0.245,7,-17.929,1,0.0429,0.952,0.761,0.104,0.132,97.236,5,emo
15115,38umMmZQdeoOG7Zojor4g3,keshi,GABRIEL,ANGOSTURA,67,171019,True,0.536,0.659,6,-9.732,1,0.0483,0.406,0.004,0.107,0.199,170.035,4,chill
15117,6kD7n19O9VEYQwENniEvPi,Kochetkovv,4:44 Am,4:44 Am,67,121965,False,0.809,0.282,0,-10.038,1,0.433,0.975,0.00176,0.202,0.778,129.89,4,chill
71642,3WATWS2Ywo5HeHtG0bE2iZ,Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Teardrops,67,215003,True,0.497,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,4,metal
99969,2q3LzfknBzye3xXjgiJBjS,Gatton;Brooke Young,...When Scars Become Art,When Scars Become Art,67,287560,False,0.524,0.114,11,-17.027,1,0.0507,0.929,0.0,0.917,0.314,119.818,4,singer-songwriter
33227,2JfV8E7wsD7eVY5wr69teC,Lil Peep,HELLBOY,worlds away,67,126826,True,0.646,0.647,1,-4.476,1,0.0837,5.79e-05,0.0,0.0417,0.758,155.111,4,emo
33257,6w1k5KDajzJSqPJzMYsQhA,Lil Peep,crybaby,crybaby,67,247453,True,0.522,0.546,3,-9.528,1,0.0514,0.297,0.0,0.7,0.234,96.957,4,emo
33265,1oZX407PWkU5ETtmRy3zL8,Lil Peep,crybaby,yesterday,67,112520,True,0.583,0.573,2,-7.396,1,0.0348,0.00214,0.0,0.152,0.129,87.922,4,emo
99864,6cQ8IRL1UQR11v4wD4wjo8,Camylio,monsters,monsters,67,173733,False,0.546,0.599,11,-7.231,1,0.0484,0.322,0.0,0.158,0.379,78.037,4,singer-songwriter
15104,4AuLkMqJdyQyGeShCU5ik3,itssvd;Shiloh Dynasty,Safe,Safe,67,78214,False,0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,4,chill
2806,1BLOVHYYlH4JUHQGcpt75R,The Strokes,The New Abnormal,Ode To The Mets,67,351786,False,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,4,alt-rock
99903,4hv9mEWi4911k1uhU4fPEH,Ufuk Beydemir,Sevda Gibi,Ay Tenli Kadın,67,197967,False,0.533,0.541,6,-7.854,1,0.0252,0.217,4.39e-06,0.11,0.335,144.135,4,singer-songwriter
33278,4DbnKBddcHUHbYpidc36AT,Lil Peep,"Come Over When You're Sober, Pt. 1",The Brightside,67,216040,False,0.646,0.641,3,-6.522,0,0.0425,0.0353,0.0,0.108,0.881,134.027,4,emo
21301,7ixiCZEHWHc8FxaQXQh2P4,Sister Nancy,One Two,Bam Bam,67,196506,False,0.722,0.605,5,-6.07,1,0.153,0.825,0.0178,0.248,0.709,165.998,4,dancehall
33303,0H1Had94fszD13qsFsP1U5,Lil Peep,"Come Over When You're Sober, Pt. 2",Sex with My Ex,67,213640,True,0.497,0.77,6,-4.298,1,0.0757,0.0472,0.0,0.102,0.47,167.892,4,emo
33313,5tlKygvcLAJr1dfQ94OsTs,Lil Peep,HELLBOY,we think too much,67,198626,True,0.532,0.422,10,-8.512,1,0.0443,0.0964,0.000251,0.0955,0.114,125.013,4,emo
65416,5npCUsfrlhdyjxyCa32maW,Stray Kids,Christmas EveL,Christmas EveL,67,178529,False,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,k-pop
65418,2xeaHUnzzT5Kc974OQt1kA,ITZY,GUESS WHO,SHOOT!,67,139213,False,0.852,0.762,6,-4.448,0,0.0487,0.333,1.66e-06,0.159,0.907,131.958,4,k-pop
65420,4gZGAVECoiutzp64KSHNjE,BTS,Love Yourself 承 'Her',MIC Drop,67,238193,False,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,k-pop
48264,1Sgj10byiGzPpI2IrXSFEn,Wu-Tang Clan;RZA;Method Man;Inspectah Deck;Raekwon;U-God;Ol' Dirty Bastard;Ghostface Killah;GZA,Enter The Wu-Tang (36 Chambers) [Expanded Edition],"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",67,291066,True,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,4,hardcore
48315,1SyQ6t9RdRBK0QUCS6a797,Naughty By Nature,19 Naughty III,Hip Hop Hooray,67,267266,False,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2,4,hardcore
85205,4SOtTsuFYYlkOOvXMbroUv,All Time Low,Sleepwalking,Sleepwalking,67,187140,False,0.424,0.682,11,-3.194,0,0.035,0.0248,0.0,0.0918,0.58,176.014,4,punk-rock
34822,3cMAS9DjZHrAnKvPrTIw7Z,Tom Walker;Zoe Wees,Wait for You (feat. Zoe Wees),Wait for You (feat. Zoe Wees),67,153026,False,0.502,0.65,1,-4.27,1,0.0531,0.366,0.0,0.0956,0.392,159.78,4,folk
33360,03XjE0nqkkQvktjlRXmsV6,Lil Peep,crybaby,nineteen,67,177040,True,0.567,0.624,11,-7.033,0,0.0472,0.00851,0.000522,0.0954,0.289,131.983,4,emo
81669,5QyOjKJhR1iyF0DHQM2IvW,QARAN;Badshah,Veere Di Wedding (Original Motion Picture Soundtrack),Tareefan,67,186122,False,0.829,0.654,5,-6.26,0,0.0685,0.0942,5.01e-06,0.2,0.335,98.012,4,pop
44484,1qAuIPMALdFtGv2Ymjy5l0,Shinedown,ATTENTION ATTENTION,MONSTERS,67,248373,False,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,4,grunge
99112,0lQaP3ttoUjMprcvRu3yeI,Isak Danielson,Yours,Always,67,213451,False,0.691,0.452,11,-8.026,1,0.0472,0.356,0.0,0.308,0.55,112.966,4,singer-songwriter
99174,1KMEDSIl2j1NwYa9mgvMyg,Haley Joelle,Memory Lane,Memory Lane,67,154000,False,0.488,0.103,1,-12.009,1,0.0522,0.933,0.0,0.107,0.326,120.141,4,singer-songwriter
